published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2014-03-03,2014-10-12,H,54733,8,92,['Cybrokat'],"[['Рон Уизли', 'Гермиона Грейнджер'], ['Северус Снейп', 'Гермиона Грейнджер']]",PG-13,"['Юмор', 'Романтика']",170,"['AU', 'OOC']",['125370'],Английский,['53182'],,,"[6.72801837654296e+18, 8.285014262226755e+18, 6.459544464978286e+18]","[2.4209866212287263e+18, 5.091602363353723e+18]",1059
2011-07-26,2011-07-26,G,4061,0,10,['49900'],['Гарри Поттер'],General,['Общий'],7,,,,[],,,"[2.512733432021772e+17, 8.987348408769146e+18, 4.282689049209353e+18]",[9.093989600810537e+18],88
2018-08-27,2018-08-27,H,2183,0,0,['Karen Weasley'],"[['Гермиона Грейнджер', 'Фред Уизли', 'Анжелина Джонсон']]",PG-13,"['Романтика', 'Фэнтези', 'Сонгфик']",14,,['129533'],Английский,,,,[4.788081128615847e+18],[5.091602363353723e+18],103
2016-07-15,2016-07-15,G,1824,0,5,['263490'],"['Альбус Дамблдор', 'Джинни Уизли', 'Новый Персонаж']",General,['Общий'],5,,,,,,,"[8.195147131475747e+18, 1.4857738501496192e+18]",[9.093989600810537e+18],40
2011-06-18,2011-06-18,G,3707,0,12,['49180'],"['Минерва МакГонагалл', 'Гарри Поттер', 'Лили Луна Поттер']",не указан,"['Общий', 'Ангст']",8,,,,,,,"[1.588744304989942e+18, 7.671998244262599e+18]","[5.091602363353723e+18, 2.4209866212287263e+18, 2.3486383906604605e+18]",28
2017-04-23,2017-04-23,G,1435,0,2,['219355'],"['Ньют Скамандер', 'Лита Лестрейндж']",General,"['Общий', 'Драма']",24,,,,,,,"[3.6593154605156076e+18, 4.774478155563977e+18, 4.453718081652475e+18]",[8.741477871658636e+18],20
2018-08-27,2018-08-27,G,2132,1,6,['61970'],"[['Барти Крауч-младший', 'Гермиона Грейнджер']]",R,"['Драма', 'Даркфик']",10,"['AU', 'ООС']",,,,,,"[5.927198549692941e+18, 3.467511225014444e+18]","[5.091602363353723e+18, 9.093989600810537e+18]",57
2011-12-05,2011-12-05,S,6318,0,10,['48985'],"[['Драко Малфой', 'Гарри Поттер']]",PG-13,"['Ангст', 'Драббл']",5,"['ООС', 'AU и никакого обоснования']",,,['43943'],,,[6.514550817534795e+18],"[9.093989600810537e+18, 5.091602363353723e+18]",110
2017-03-04,2017-03-04,H,5605,0,10,['Maria Lynette'],"[['Гермиона Грейнджер', 'Люциус Малфой']]",PG-13,['Романтика'],8,['ООС'],['169633'],Английский,['135758'],/serie1260,,[6.675621595636652e+18],"[9.093989600810537e+18, 5.091602363353723e+18]",368
2014-06-05,2014-06-05,S,17692,1,32,['46737'],"[['Северус Снейп', 'Люциус Малфой', 'Гарри Поттер']]",NC-17,['PWP'],29,['AU'],,,"['53173', '55016', '85557']",,/challenge11,"[8.768449055200108e+18, 3.2980513353520364e+18]","[8.607079560928971e+18, 2.593952817060485e+18, 5.091602363353723e+18, 8.94765061936755e+18]",1229
2010-02-13,2010-02-13,G,5010,0,3,['Makai Goddess Ookami'],"['Билл Уизли', 'Чарли Уизли']",не указан,['Общий'],3,,['1918'],Английский,[],,,"[6.024514115371767e+17, 1.9837523566122816e+17, 9.023479747500304e+18, 6.590990111209384e+18, 6.171532879758175e+18]",[5.708357661850474e+18],34
2019-05-09,2019-05-09,H,6328,0,11,['champagneforthepain'],"[['Драко Малфой', 'Гермиона Грейнджер'], 'Блейз Забини', 'Гарри Поттер', 'Рон Уизли', 'Теодор Нотт']",R,"['Юмор', 'Романтика']",18,['ООС'],['214531'],Английский,,/serie1987,,"[1.394318392108856e+18, 4.414957327612308e+17, 3.3712177487256806e+17]",[],465
2019-04-29,2019-09-08,G,3864,0,5,['92068'],"[['Новый Женский Персонаж', 'Ремус Люпин'], 'Северус Снейп']",G,['Драма'],238,['AU'],,,,/serie1970,,"[7.476036186478716e+18, 6.816557412645839e+18, 7.340428602572687e+18, 7.081461744855687e+18, 4.2029902384454313e+18, 1.1806597377737725e+18, 8.697173439091668e+17, 4.1042195371636756e+18, 6.590990111209384e+18, 3.0989848872719503e+18, 8.71770080918314e+18, 7.590628754785248e+18]",[],76
2019-03-25,2019-03-25,G,583,0,3,['197208'],"['Луна Лавгуд', 'Пирамидоголовый']",R,"['Кроссовер', 'Ангст', 'Даркфик', 'Ужасы']",5,"['AU', 'ООС', 'Насилие', 'Смерть персонажа']",,,['61761'],,/challenge81,[6.083836756608253e+18],"[9.049884987810632e+17, 5.708357661850474e+18, 2.531777133842788e+18, 3.9579456945930767e+18, 6.085209664702086e+18, 5.265453167772786e+18]",22
2012-11-12,2015-03-31,H,33603,1,24,['53563'],"[['Новый Женский Персонаж', 'Сириус Блэк'], ['Джеймс Поттер', 'Лили Эванс (Лили Поттер)'], ['Неизвестный Персонаж', 'Драко Малфой'], 'Ремус Люпин', 'Северус Снейп', 'Антонин Долохов', 'Новый Женский Персонаж']",R,"['Ангст', 'Юмор', 'Драма']",565,['AU'],,,,,,"[2.316243931282769e+18, 5.325008143604968e+18, 6.152807606153648e+18]","[3.281018045554982e+18, 7.678966060302864e+18, 5.265453167772786e+18, 1.412495601364117e+18, 7.228517559750846e+18, 5.094213349881865e+18, 3.700828417029084e+18, 2.531777133842788e+18]",312
2018-04-21,2018-04-21,S,2696,0,11,['brummell (actualite)'],"[['Рон Уизли', 'Гарри Поттер']]",R,"['Романтика', 'Ангст']",69,['UST'],['273687'],Английский,['265885'],,/challenge56,"[5.038187627837404e+18, 8.580255572535036e+18, 4.79294927189414e+18, 8.233373718859652e+18, 5.38569062560828e+18]",[5.091602363353723e+18],157
2012-01-19,2012-01-19,G,4279,0,6,['48560'],"['Люциус Малфой', 'Драко Малфой', 'Нарцисса Малфой', 'Северус Снейп', 'Лорд Волдеморт (Том Риддл)']",General,['Пропущенная сцена'],20,,,,,,,"[5.023594302802276e+18, 1.69699326604563e+18, 7.1566569010520376e+16]","[9.093989600810537e+18, 3.5935108451369114e+18, 2.2622014820230628e+18, 2.593952817060485e+18, 2.531777133842788e+18]",37
2016-03-03,2016-03-03,H,2710,0,6,['261383'],"[['Северус Снейп', 'Лили Эванс (Лили Поттер)']]",General,"['Пропущенная сцена', 'Романтика']",5,['ООС'],,,,,,[7.820236715898201e+18],"[2.3486383906604605e+18, 7.678966060302864e+18]",74
2017-03-08,2017-03-08,H,8084,0,19,['Maria Lynette'],"[['Гермиона Грейнджер', 'Люциус Малфой']]",NC-17,"['Романтика', 'PWP']",11,['ООС'],['169633'],Английский,['135758'],/serie1260,,[2.788192557254444e+18],"[9.093989600810537e+18, 5.091602363353723e+18]",409
2016-04-08,2016-04-08,G,2105,1,27,[],"['Новый Мужской Персонаж', 'Артур Уизли', 'Гермиона Грейнджер', 'Элфиас Дож']",General,"['Сайдстори', 'Пропущенная сцена']",10,,,,,,/challenge24,[3810031443177474.0],"[6.910148155097983e+17, 5.091602363353723e+18]",117
2014-09-28,2014-10-01,G,4342,1,2,['48969'],"['Беллатриса Лестрейндж', 'Гермиона Грейнджер', 'Нимфадора Тонкс', 'Луна Лавгуд']",R,"['Драма', 'Сонгфик']",38,"['Нецензурная лексика', 'Гет', 'От первого лица (POV)']",,,,,,"[7.393011223078967e+18, 5.2500252925335597e+17, 5.499857796518876e+18, 5.619347912252998e+18]","[6.085209664702086e+18, 2.2622014820230628e+18]",44
2013-11-09,2013-11-15,G,10602,0,11,['136892'],"['Гарри Поттер', 'Неизвестный Персонаж']",R,['Даркфик'],22,"['Насилие', 'предательство и смерть персонажей происходят у Гарри в голове', 'но ему от этого не легче.']",,,,/serie354,,"[6.51927424556416e+18, 8.614151845659292e+18]","[9.093989600810537e+18, 5.960497010224147e+18, 5.265453167772786e+18]",202
2018-06-23,2018-06-23,H,9544,2,11,['Banana Flavored Eskimo'],"[['Гарри Поттер', 'Гермиона Грейнджер']]",PG-13,"['Hurt/comfort', 'Романтика']",16,"['AU', 'ООС']",['287120'],Английский,,,,"[4.326231051246516e+18, 6.610538805784028e+18]",[5.091602363353723e+18],531
2015-11-09,2015-11-09,S,8262,0,6,['46737'],"[['Гарри Поттер', 'Люциус Малфой']]",NC-17,['PWP'],9,"['AU', 'ООС', 'Слэш', 'БДСМ']",,,"['53173', '58350']",,/challenge28,[6.0070288436445e+18],"[9.093989600810537e+18, 2.593952817060485e+18, 8.94765061936755e+18]",666
2006-08-22,2011-08-11,H,13733,0,19,['38422'],"['Гарри Поттер', 'Драко Малфой', 'Джинни Уизли']",General,['Драма'],6,,,,,,,[7.241629223592385e+18],[],43
2011-07-28,2011-07-28,H,6155,1,10,['48618'],"[['Луна Лавгуд', 'Драко Малфой']]",General,"['Ангст', 'Драма', 'Общий', 'Исторический']",13,,,,,,,[4.907978255862609e+18],"[9.093989600810537e+18, 8.495340661862281e+18, 7.285076916399111e+18, 5.091602363353723e+18, 2.2622014820230628e+18]",60
2010-01-08,2010-01-08,G,11205,0,24,['37942'],"['Джеймс Поттер', 'Лили Эванс (Лили Поттер)', 'Лорд Волдеморт (Том Риддл)', 'Гарри Поттер']",не указан,['Драма'],5,,,,,,,"[8.37876926408786e+18, 8.285014262226755e+18, 4.846362148689892e+18, 4.3619862342007096e+18]",[],100
2019-06-23,2019-06-23,G,1806,4,41,['Jaxon'],"[['Тобиас Снейп', 'Эйлин Принц'], 'Северус Снейп']",PG-13,['Драма'],16,['AU'],['502666'],Английский,['54227'],,/challenge89,"[3.5400743486455885e+18, 4.495601166735602e+18, 8.430681382946711e+18]","[8.495340661862281e+18, 1.8354575537094717e+18]",152
2018-02-22,2018-02-22,G,1676,0,6,['418456'],['Альбус Дамблдор'],PG-13,"['Ангст', 'Пропущенная сцена']",6,"['ООС', 'Смерть персонажа']",,,['165206'],,,"[2.765603066779222e+18, 8.371893821355341e+18, 5.865080942307527e+18, 1.674256010253824e+18, 7.670116965416887e+18, 6.744656065480494e+18]",[3.5935108451369114e+18],41
2019-09-05,2019-09-05,H,3889,0,8,['61970'],"[['Гарри Поттер', 'Гермиона Грейнджер']]",R,['Драма'],14,"['ООС', 'UST', 'AU']",,,,,,"[1.3732849095406408e+18, 5.988450467156643e+18, 1.5409673003470336e+18]","[5.091602363353723e+18, 9.093989600810537e+18, 4.265965420776659e+18]",365
2010-10-20,2010-10-20,S,7713,0,34,['42524'],"[['Лорд Волдеморт (Том Риддл)', 'Люциус Малфой']]",PG-13,"['Драббл', 'Ангст']",1,['Явный переизбыток пафоса.'],,,,,,"[2.670834824108887e+18, 3.3197888936510193e+18, 5.849459021179348e+18, 1.8548292901903713e+18]",[],82
2016-04-08,2016-04-08,H,6129,4,27,['89262'],"[['Драко Малфой', 'Новый Женский Персонаж'], 'Люциус Малфой']",PG-13,"['Юмор', 'Романтика']",10,['ООС'],,,['118805'],,,"[7.003794833830364e+18, 5.917785430889259e+18, 4.414957327612308e+17, 8.37803802886201e+18]","[5.091602363353723e+18, 7.228517559750846e+18, 9.093989600810537e+18, 7.40523466161727e+17]",226
2014-03-17,2014-03-17,G,3133,0,12,['62576'],"['Люциус Малфой', 'Неизвестный Персонаж', 'Новый Мужской Персонаж', 'Драко Малфой']",PG-13,"['Драма', 'Сказка', 'Общий']",8,"['ООС', 'множество странных предположений (автор исходил из внешности персонажей и степени собственного укура). ']",,,"['53173', '55016']",,/challenge11,"[7.147717521385005e+17, 5.478433428167904e+18, 2.765627574398313e+18, 2.5162145578521426e+18]",[1.412495601364117e+18],53
2015-10-20,2015-10-20,G,5808,3,30,['Miss Lefroy Fraser'],"['Нарцисса Малфой', 'Андромеда Тонкс', 'Беллатриса Лестрейндж', 'Сириус Блэк', 'Люциус Малфой', 'Вальбурга Блэк']",PG-13,"['Комедия', 'Юмор', 'Пропущенная сцена']",13,,['172078'],Испанский,,/serie1865,,"[4.684825513601246e+18, 6.795767034128706e+18, 6.782571772077832e+16, 7.999854894873432e+18, 2.7752783003663824e+17, 7.620044453521463e+18, 5.40089922393052e+18, 4.4051857159766733e+18, 3.346501557902167e+18, 6.249067129597557e+18, 4.414957327612308e+17, 7.078510904167611e+18]","[1.412495601364117e+18, 7.678966060302864e+18, 2.593952817060485e+18, 2.2622014820230628e+18]",199
2015-10-08,2015-10-08,G,5545,1,16,['102114'],"['Северус Снейп', 'Гермиона Грейнджер', 'Новый Мужской Персонаж', 'Новый Женский Персонаж']",PG-13,"['Экшен', 'Детектив', 'Драма', 'Мистика']",85,['AU'],,,['172078'],/serie700,,"[2.138664142395068e+18, 7.59231108342786e+18, 5.771497559646402e+18, 8.423588628896377e+18, 8.031989620631647e+18]","[5.494196018564324e+18, 8.806703200229154e+18, 2.529615222968058e+18, 5.091602363353723e+18]",223
2013-11-01,2013-11-01,G,10182,1,44,['80746'],"[['Нарцисса Малфой', 'Люциус Малфой'], ['Беллатриса Лестрейндж', 'Северус Снейп']]",General,['Драма'],18,['AU'],,,,/serie365,,"[2.1138676083839204e+18, 6.434032212380228e+18, 2.8212227137786885e+18, 5.384983427537859e+18]",[],432
2019-01-27,2019-01-27,H,4593,5,43,['341009'],"[['Драко Малфой', 'Гермиона Грейнджер']]",PG-13,"['Романтика', 'Драма']",16,"['AU', 'ООС', 'От первого лица (POV)']",,,['140452'],,,"[8.108056038181636e+18, 7.031323297150431e+18, 9.043515228307548e+18, 4.1196939523763645e+18]",[5.091602363353723e+18],292
2017-04-02,2017-04-02,G,6028,4,11,['140425'],"['Гарри Поттер', 'Бринден Риверс (Кровавый Ворон)']",PG-13,"['Приключения', 'Юмор', 'Сказка']",58,['AU'],,,['47664'],/serie1995,/challenge44,"[5.151580728879742e+18, 5.478433428167904e+18, 2.5530062242758226e+18]","[6.910148155097983e+17, 2.593952817060485e+18, 7.574395207039825e+18, 6.469617994839606e+18]",179
2015-07-05,2015-07-05,S,7519,1,12,['213813'],"[['Северус Снейп', 'Гарри Поттер']]",R,"['Романтика', 'Драма']",17,,,,['185436'],,,"[4.4369209038004833e+18, 7.881772006569324e+18]","[9.093989600810537e+18, 2.593952817060485e+18, 5.091602363353723e+18]",622
2011-01-20,2011-01-20,H,8527,0,11,['44443'],"[['Северус Снейп', 'Лили Эванс (Лили Поттер)']]",R,['Драма'],13,['От первого лица (POV)'],,,,,,[7.265381958233129e+18],"[8.94765061936755e+18, 2.593952817060485e+18, 8.607079560928971e+18]",48
2012-03-13,2012-03-13,G,15188,7,47,['42402'],"['Джеймс Поттер', 'Лорд Волдеморт (Том Риддл)', 'Лили Эванс (Лили Поттер)']",PG-13,"['Экшен', 'Юмор']",13,['AU'],,,['37989'],/serie1822,,"[2.2477333484279887e+18, 6.642731499006124e+17, 6.590990111209384e+18, 0.0, 2.670834824108887e+18, 5.049359775859849e+18, 3.128784220404408e+18, 1.8548292901903713e+18]","[7.678966060302864e+18, 9.093989600810537e+18, 3.5935108451369114e+18]",582
2017-08-11,2019-02-17,G,5548,0,28,"['170368', '75476']","['Неизвестный Персонаж', 'Гарри Поттер']",General,"['Кроссовер', 'Фэнтези']",43,"['AU', 'ООС', 'От первого лица (POV)']",,,"['65300', '132386']",/serie1916,,"[2.953267043624288e+17, 6.844971311901238e+17, 6.519114581472127e+18, 5.40089922393052e+18, 4.3148990102541015e+18, 2.559603217631601e+18, 1.2349268815998633e+18]","[8.637466183073702e+18, 5.429331521293285e+18, 5.821391602990145e+18, 2.681382792024587e+18, 8.913004958747984e+18, 4.634585207648904e+18, 5.175932229456091e+18, 6.056618888267434e+18, 9.093989600810537e+18, 3.8656993537381274e+17]",182
